FileName	LinesWithCode	LinesWithComments	EmptyLines	TotalLines	Characters
3176185.java	25	4	6	35	697
2152544.java	7	13	5	25	787
6449029.java	4	2	3	9	95
3006027.java	464	0	61	525	16276
5649839.java	3	12	4	18	746
8356595.java	32	5	4	41	1350
7601852.java	11	10	12	33	1235
4062863.java	8	33	14	55	1524
5151691.java	41	81	32	154	4083
7829880.java	7	26	9	41	1498
3159301.java	4	1	4	8	171
7739334.java	81	6	20	107	2286
7643964.java	1646	31	126	1802	54655
7752629.java	35	1	10	45	831
11403675.java	4	15	5	23	412
4907454.java	57	0	12	69	1509
7297966.java	204	32	46	282	9562
8342840.java	89	10	21	120	3677
8648513.java	8	26	11	45	1517
8878785.java	3	2	4	9	118
1164278.java	26	2	12	40	996
10173078.java	27	21	13	61	2010
8147898.java	134	6	44	184	4218
8903536.java	348	4	71	423	11574
5688535.java	6	6	4	16	333
1211147.java	82	2	17	101	3534
4971217.java	4	1	3	7	170
4400597.java	61	7	9	77	2879
11904939.java	44	3	15	62	1804
7455517.java	127	9	35	171	5383
9573158.java	22	35	15	71	2370
10203147.java	18	26	11	55	1933
3405817.java	84	8	13	105	1950
11732575.java	112	9	15	136	3949
4659312.java	12	30	23	61	1898
11567950.java	18	3	16	37	558
6437021.java	32	16	14	62	2190
6112966.java	12	72	20	104	3554
9679064.java	6	31	7	44	1476
11673914.java	68	447	136	633	12593
412224.java	52	25	6	82	2299
11062527.java	42	3	17	62	1044
2873155.java	51	2	11	64	1840
2518332.java	7	18	11	36	1004
7563187.java	61	18	21	100	2727
1106703.java	1	6	4	11	201
6987306.java	194	19	28	241	8588
1870562.java	116	23	31	165	4603
187593.java	46	20	10	75	2752
2907828.java	44	2	12	58	1518
9002407.java	138	18	21	177	5542
4466799.java	145	17	25	187	6366
3534026.java	25	38	20	82	2605
3644758.java	368	8	54	430	11225
8007203.java	147	0	33	180	5250
457237.java	136	6	55	197	6250
1363837.java	245	22	59	326	10598
5032661.java	15	3	4	22	554
9186611.java	13	31	8	52	2395
10151205.java	71	7	26	102	3611
11449096.java	122	0	32	154	4181
10619539.java	13	2	6	21	379
7578573.java	286	2	40	328	11200
6468215.java	91	0	12	103	2827
3295507.java	14	13	7	34	1065
5828341.java	1	11	5	17	438
10534371.java	21	22	14	57	1205
7533962.java	86	2	40	128	3075
2081284.java	17	13	13	42	1285
9762550.java	76	2	23	101	2266
5470720.java	570	15	67	652	22644
4373793.java	4	1	3	7	177
11040922.java	366	5	61	432	10628
7855808.java	110	6	39	152	3893
4847965.java	6	12	6	23	300
1372021.java	192	14	27	233	8994
5961084.java	30	1	8	39	846
3109376.java	14	18	7	39	978
5990396.java	594	10	67	671	23265
618638.java	293	0	40	333	10187
6549018.java	159	0	20	179	5855
11545152.java	66	0	18	84	2678
2654056.java	93	9	27	129	4076
8567529.java	47	3	29	79	1918
9785051.java	32	0	11	43	840
482189.java	18	88	32	137	2761
2840183.java	46	8	8	62	1253
7612443.java	4	1	3	7	163
4665280.java	11	101	9	121	4220
504513.java	8	3	3	14	189
5926220.java	27	0	2	29	615
1863526.java	9	9	4	22	754
3122814.java	379	0	57	436	13987
8349442.java	145	40	43	228	6521
10622901.java	15	20	13	48	1570
6743342.java	798	6	692	1496	31976
3600263.java	28	11	17	55	1258
9709111.java	25	5	17	47	805
8913254.java	39	4	16	59	1302
1323343.java	27	5	4	36	1201
4914350.java	71	3	21	95	2617
4712439.java	9	0	6	15	234
3736154.java	175	16	41	232	7194
8007744.java	65	13	35	113	2584
2530572.java	57	21	29	106	3358
4188079.java	25	8	11	44	1579
10518757.java	38	23	16	77	2781
7000412.java	46	5	10	61	1715
7908813.java	12	42	21	75	1805
10648062.java	79	4	13	96	3692
3007414.java	36	46	33	115	2118
4056692.java	195	32	23	250	6968
1024131.java	5	24	7	36	1498
727296.java	47	3	13	63	1914
5569281.java	11	3	6	20	485
2959582.java	34	0	7	41	847
2243736.java	1	6	2	9	211
10396041.java	11	41	23	75	2131
1209194.java	71	6	16	90	2254
9599097.java	31	11	14	55	1311
5977962.java	20	8	8	36	1228
1216346.java	192	5	27	224	6972
6851498.java	48	27	21	96	2782
2792504.java	9	1	3	12	344
9578689.java	66	4	26	96	1621
4952106.java	17	1	1	19	556
7387489.java	28	5	4	37	1179
4533910.java	52	0	15	67	1683
4203717.java	641	0	75	716	13957
7141069.java	171	22	18	211	9119
7243728.java	3	1	3	6	140
8107658.java	53	16	27	95	2948
3329229.java	195	43	47	284	6165
1689968.java	12	4	5	21	564
7773626.java	6	2	5	13	202
3901388.java	15	5	4	24	628
9183350.java	93	9	25	127	9017
10838779.java	108	27	22	157	5651
11974365.java	4	8	5	17	415
4815956.java	39	2	9	49	1606
10565483.java	7	13	8	28	811
4317631.java	133	68	61	262	6881
6003507.java	17	10	10	37	1041
7880301.java	26	18	19	61	1203
11381438.java	18	5	4	27	715
8350700.java	20	20	9	45	1307
10512068.java	49	23	16	88	3509
4936833.java	239	54	49	342	8223
7121198.java	175	7	30	212	10324
4975753.java	699	19	65	783	29030
10320839.java	139	41	33	212	8644
3511385.java	6	16	5	27	955
6256819.java	94	7	25	125	3327
7671292.java	14	0	5	19	342
10067680.java	17	8	9	34	779
886191.java	531	18	11	560	18903
11575908.java	19	22	15	51	1647
11001697.java	453	18	60	531	17204
9616433.java	49	19	12	80	1652
1576295.java	50	0	8	58	1268
7634734.java	24	3	11	38	762
8024318.java	11	5	9	25	309
9520667.java	13	5	8	26	411
4240190.java	34	0	11	45	900
2162356.java	15	2	6	23	563
2535869.java	70	88	42	196	5594
2207091.java	160	7	30	197	6285
10418438.java	89	0	15	104	3056
6896138.java	41	13	9	63	2392
6648398.java	24	60	34	118	2443
4079323.java	466	4	60	530	12418
11359048.java	1	5	3	9	73
9467999.java	21	5	7	33	422
6471191.java	101	6	17	124	3491
3827902.java	11	15	9	34	899
11521544.java	73	9	4	86	2815
9381949.java	110	20	34	161	4146
4671897.java	4	16	3	23	807
3822423.java	41	0	11	52	1544
9707769.java	19	3	4	26	666
7824374.java	35	18	10	63	1484
11888170.java	6	5	4	15	144
8254183.java	89	11	18	118	3121
3659933.java	17	6	7	30	511
94626.java	6	43	8	56	2092
10943319.java	31	23	16	70	2507
2208.java	72	2	17	91	2111
1461190.java	20	10	15	45	410
10448102.java	12	0	6	18	337
10509869.java	12	41	13	66	1887
8947122.java	159	13	27	199	7482
9896639.java	26	45	27	96	2352
7067259.java	133	2	19	153	2669
2841757.java	3	4	4	11	95
9083778.java	53	2	15	69	1200
5914099.java	4	1	3	7	162
1927173.java	80	3	13	96	2500
10485302.java	5	26	9	40	1403
1465460.java	49	30	15	93	2542
7513209.java	4	4	3	11	131
5097882.java	28	29	16	73	1230
5740181.java	97	38	20	154	5079
10842844.java	507	20	99	626	19811
151372.java	19	69	37	120	4819
8691176.java	139	54	31	216	5122
9659472.java	22	8	6	35	1202
3294362.java	5	56	7	68	2524
342003.java	330	54	84	464	11185
5123252.java	48	5	39	92	1560
785955.java	327	89	70	484	18943
304795.java	31	0	17	48	1271
3983835.java	11	5	4	20	485
3915076.java	93	3	13	108	2069
9393222.java	45	15	12	72	1457
1644762.java	218	22	56	296	7226
1941167.java	9	39	8	56	1826
8460383.java	26	0	4	30	693
6794138.java	17	20	8	45	1373
8554284.java	34	5	17	56	848
9903563.java	42	7	13	62	1351
10462696.java	6	29	9	43	1736
10720908.java	15	40	21	76	1305
3188119.java	37	18	16	71	2227
10327268.java	37	13	16	66	1955
5822826.java	28	20	10	57	2439
1671690.java	10	46	14	70	2456
6154475.java	262	0	27	289	8867
4008755.java	100	30	29	159	3883
536538.java	43	45	33	111	3825
1964362.java	20	5	4	29	890
6179573.java	6	10	9	25	363
7612568.java	37	5	50	92	1003
656162.java	9	2	4	15	235
1229257.java	18	0	4	22	743
1217040.java	47	86	26	159	5440
11448537.java	43	2	11	56	1583
5894421.java	34	240	61	335	10927
5752301.java	82	0	23	105	4175
1020856.java	8	2	2	12	208
733278.java	282	0	46	328	9256
521905.java	6	5	8	19	344
11293679.java	16	1	8	25	527
4016183.java	24	0	4	28	744
9072794.java	1	2	2	5	52
5250079.java	183	42	47	271	8999
2744331.java	94	49	33	168	4845
5444988.java	26	16	6	48	1381
3717159.java	5	6	7	18	283
5250666.java	14	8	10	32	505
4378030.java	4	30	4	38	1876
6113910.java	87	27	41	151	4092
5897820.java	96	30	32	158	4613
4786302.java	82	0	22	104	3110
10133973.java	82	8	20	110	2576
9392468.java	19	7	13	39	556
1652863.java	77	0	25	102	2351
5831209.java	9	23	14	46	1148
9588223.java	443	3	63	508	13072
10490908.java	1135	17	121	1261	33938
10730047.java	8	7	4	19	484
316712.java	1204	1	97	1302	56492
6220772.java	178	24	33	235	6940
7977590.java	40	4	10	54	1009
8308849.java	65	3	19	87	1980
1449405.java	16	8	12	36	692
2276471.java	41	6	14	61	1149
1374522.java	11	2	4	17	375
5415744.java	383	0	78	461	14776
3694418.java	24	17	11	52	1518
7091583.java	18	1	12	31	379
3285022.java	357	5	104	464	10459
5932127.java	5	4	6	15	200
11140753.java	11	12	7	30	751
5287669.java	46	0	14	60	1629
621035.java	60	4	13	77	1708
3671852.java	5	4	6	15	154
9200678.java	76	14	15	102	3191
9918522.java	49	11	14	74	2030
4062732.java	18	5	8	31	504
4511520.java	214	0	49	263	6548
3973086.java	49	17	12	78	1971
5677770.java	3	5	6	14	179
11759320.java	14	51	16	81	2197
1209360.java	25	5	4	34	1106
6485251.java	6	16	14	36	762
11611583.java	41	2	13	56	1401
3815924.java	43	4	11	58	1961
9896603.java	14	0	4	18	383
6579578.java	75	56	29	160	4439
3641336.java	699	13	139	851	28076
7031544.java	426	35	66	526	14361
11624767.java	7	2	8	17	196
11583978.java	37	18	10	65	1401
10442151.java	28	5	10	43	1582
2877271.java	28	5	13	46	1626
6606035.java	345	37	85	456	13248
8565313.java	17	5	12	34	601
1142049.java	57	0	24	81	2202
6976166.java	20	17	13	50	1305
2435369.java	5	20	5	30	949
11417758.java	287	19	40	345	10571
537033.java	10	3	6	19	399
8052255.java	220	24	36	280	8774
6612439.java	619	13	138	770	24163
4387911.java	32	0	14	46	958
2266583.java	37	0	9	46	1023
346538.java	34	29	10	73	2351
4042682.java	14	0	5	19	408
4681936.java	275	0	30	305	10535
36937.java	5	39	11	55	1627
4033300.java	21	32	11	64	2455
2294759.java	54	0	11	65	2139
8745923.java	5	5	4	13	283
6645007.java	52	7	17	76	2061
3795530.java	9	9	4	22	754
6640105.java	6	3	5	14	276
2543969.java	16	21	11	48	1103
6918896.java	7	4	5	16	398
7574369.java	7	28	10	45	1422
287064.java	28	9	5	40	1050
2552541.java	26	2	10	38	1116
7506530.java	46	23	16	85	3453
10804056.java	12	19	16	47	826
5972815.java	35	23	16	74	2748
5041080.java	15	3	4	22	554
6001378.java	26	9	13	48	1078
2068177.java	45	0	17	62	1820
8130119.java	4	1	3	7	182
10081104.java	12	3	6	21	472
3733924.java	58	1	13	71	2019
4210404.java	3	20	5	28	963
2850593.java	64	18	13	95	3020
10018656.java	10	4	7	21	387
3066745.java	12	0	7	19	392
3532389.java	85	4	21	110	3083
7130515.java	32	5	4	41	1395
5963790.java	51	4	11	66	1767
10982329.java	275	9	37	321	10464
5845345.java	54	3	21	77	1383
8333406.java	33	0	12	45	730
8774520.java	33	4	9	46	1063
917120.java	77	6	4	87	2006
9637536.java	12	17	8	36	850
8472497.java	4	1	3	7	175
423453.java	10	52	18	80	2503
10610750.java	135	0	4	139	4784
3855400.java	4	2	4	10	155
2093661.java	59	20	16	95	2946
796780.java	188	16	40	243	6567
8530302.java	26	1	15	41	921
291911.java	7	5	5	17	355
6744740.java	68	447	136	633	12593
3210013.java	86	0	44	130	2595
6203542.java	30	6	11	47	1028
965481.java	17	0	13	30	578
3597134.java	121	0	14	135	4404
325186.java	66	7	21	93	2952
163829.java	6	22	10	38	875
2874044.java	131	5	46	182	5532
8127488.java	54	5	12	70	1423
6947150.java	13	8	14	35	634
4053054.java	4	5	6	15	217
490414.java	13	0	3	16	285
7395616.java	37	4	7	48	1918
772854.java	15	0	6	21	530
5807367.java	92	1	17	109	3556
11441359.java	4	6	4	14	315
1841363.java	18	0	7	25	725
8811026.java	632	21	59	712	18214
9285405.java	34	1	9	43	903
10811641.java	11	3	6	20	321
3337827.java	12	2	6	20	401
8053389.java	4	2	5	9	261
2175341.java	4	17	7	28	932
10929657.java	14	0	4	18	408
1523370.java	40	0	13	53	1514
7405615.java	6	14	5	24	449
2322930.java	97	10	19	126	2889
2337116.java	7	5	9	21	427
6558228.java	44	0	10	54	1153
10015628.java	18	5	4	27	722
4769145.java	1596	166	314	2066	86836
8278271.java	4	1	3	7	177
8393586.java	4	1	3	7	172
8085731.java	11	14	6	30	484
2213850.java	85	5	4	94	4243
484095.java	9	30	5	44	1523
9961319.java	12	38	16	66	1487
2744555.java	63	18	13	93	1912
10044161.java	569	8	110	687	26060
6853856.java	58	2	13	73	2394
1437588.java	15	0	5	20	562
1665214.java	114	1	20	134	4070
1769722.java	10	5	6	20	504
3551008.java	187	0	46	233	5626
4516795.java	131	0	11	142	8607
6804198.java	24	35	17	76	1728
4540565.java	3	21	5	28	620
11820634.java	18	12	11	41	737
6035546.java	244	19	54	312	6957
7721433.java	48	3	19	70	1185
6292285.java	8	19	7	31	981
8554227.java	1	17	5	23	962
10213960.java	36	0	11	47	1427
11345097.java	51	5	12	68	2872
8937640.java	30	21	12	63	1243
8465924.java	128	0	33	161	4494
9452674.java	33	8	9	50	1635
8099622.java	31	5	15	51	1029
894841.java	70	9	26	105	2903
2191410.java	20	18	20	58	1336
5670925.java	30	3	11	44	1356
11722377.java	60	25	15	100	2541
8333685.java	44	25	17	86	2664
3924688.java	47	0	7	54	1603
8261235.java	7	6	4	17	331
1837819.java	272	18	33	323	10273
10409443.java	142	77	37	246	7539
9563148.java	75	8	34	117	2562
1203020.java	340	8	53	401	14612
9044076.java	17	0	6	23	526
8557924.java	31	4	14	49	841
701605.java	10	3	4	16	426
535723.java	9	51	7	67	2601
7872405.java	4	1	3	7	170
6484973.java	350	0	38	388	11357
5302666.java	10	55	14	79	3189
7005493.java	87	2	22	111	3222
7053628.java	8	64	9	81	2747
7411375.java	32	2	9	43	1532
9471272.java	32	1	5	37	1020
7668571.java	197	0	51	248	8416
7096792.java	32	0	6	38	1096
2394149.java	106	45	33	184	6529
2992373.java	21	0	7	28	837
4886666.java	181	11	43	235	7236
7419805.java	204	13	23	236	7961
6479588.java	78	10	24	112	4713
4531689.java	10	1	8	19	241
10147888.java	74	21	26	119	3897
10705984.java	320	19	64	403	13374
5306910.java	21	0	5	26	528
9552372.java	554	0	103	657	20446
3199274.java	43	10	11	64	1566
4850570.java	29	35	14	78	2637
665611.java	32	0	7	39	1106
8323118.java	5	1	6	12	139
1441540.java	134	15	25	174	6970
4805082.java	614	2	124	740	23578
11467521.java	146	6	17	169	4552
1597163.java	5	16	6	27	782
2246325.java	29	8	10	47	1470
7222718.java	6	13	11	30	635
10467382.java	10	0	1	11	244
5282711.java	170	6	17	187	6854
5371722.java	133	2	9	144	10724
10868518.java	5	3	5	13	357
4873050.java	8	18	13	39	921
6621722.java	4	18	6	28	949
10051026.java	10	2	4	16	347
5970917.java	7	12	7	26	668
2545676.java	25	0	9	34	748
425237.java	45	51	15	111	3270
9455492.java	14	27	13	54	1490
1336649.java	15	29	19	63	1485
8333448.java	259	0	39	298	11525
910518.java	5	47	8	59	1683
3192005.java	10	6	9	25	554
3755264.java	892	66	99	1057	35591
6257461.java	58	58	35	148	2269
9642310.java	25	6	9	40	965
4086825.java	47	13	16	76	2129
214621.java	4	16	6	26	463
5350062.java	1	2	2	5	57
10731370.java	9	9	4	22	754
7923895.java	65	4	6	75	3270
1600978.java	16	0	2	18	559
10296985.java	123	77	43	241	9433
1482757.java	4	1	3	7	165
9778723.java	4	1	3	7	167
7699906.java	4	1	3	7	164
3429741.java	208	28	42	271	7365
3269101.java	144	0	24	168	4606
3500271.java	62	4	2	64	3743
6847053.java	8	44	14	66	2503
9986022.java	61	3	21	85	2707
9547689.java	10	8	13	31	488
8026129.java	134	7	23	163	7189
661680.java	29	0	7	36	886
2479681.java	3	5	7	15	213
2585533.java	16	4	8	28	509
706207.java	5	6	9	20	396
9917034.java	32	1	8	41	1080
184171.java	45	0	11	56	2553
5025797.java	629	67	106	777	27368
4848238.java	11	6	8	25	443
5423403.java	38	2	13	53	1273
461926.java	21	34	12	67	1745
2831032.java	139	17	43	199	5106
5358394.java	63	5	19	87	2719
3868824.java	20	21	17	57	1819
160249.java	314	40	91	445	11475
7689954.java	27	0	5	32	854
3874183.java	4	19	6	29	897
8546641.java	29	1	15	45	896
9874598.java	4	3	3	10	113
11959605.java	491	77	43	610	25636
9676364.java	17	2	9	28	447
5370753.java	98	1	14	113	4019
2660517.java	21	8	10	39	483
2870967.java	61	1	22	84	2564
6373442.java	594	10	67	671	23265
11168628.java	7	46	11	64	1929
6261969.java	16	13	8	37	1277
9261636.java	13	67	23	102	3482
867470.java	151	17	36	198	6511
4237527.java	15	5	4	24	618
3163647.java	115	0	13	128	2201
3827297.java	67	3	17	87	1977
9251762.java	16	0	5	21	765
7962346.java	11	5	4	20	495
1146194.java	5	29	6	40	1838
4766856.java	65	18	16	99	2372
7664878.java	9	22	8	39	1185
10854053.java	14	32	9	55	2100
4451157.java	10	5	6	21	374
5633857.java	77	1	23	100	2894
7193030.java	20	19	12	51	1407
10152810.java	268	30	49	347	13976
7707068.java	30	115	57	202	4892
8617332.java	250	1	46	297	9675
9067499.java	109	0	42	151	4166
10215689.java	163	0	61	224	5841
568819.java	32	0	12	44	894
9165612.java	17	25	14	54	889
7888755.java	11	44	12	59	831
9766567.java	87	0	19	106	2941
6416939.java	27	5	4	36	1122
3379591.java	897	18	12	927	27112
9762106.java	15	5	7	27	477
6120215.java	7	27	17	48	641
6501790.java	34	3	6	43	1216
3499641.java	54	3	15	72	1664
1378010.java	225	31	75	321	8713
5678809.java	255	1	43	298	8015
2026619.java	25	9	4	38	672
569039.java	40	2	10	52	1509
545161.java	6	4	5	15	338
7559917.java	4	10	6	20	308
684757.java	78	23	12	113	3376
11248960.java	31	5	13	49	989
5254887.java	36	0	10	46	1189
9809704.java	15	5	8	28	758
6417024.java	15	14	10	38	1210
7827280.java	51	60	21	132	3278
10689807.java	82	4	5	91	3808
7165237.java	29	0	9	38	1071
11697642.java	78	0	13	91	3335
8183157.java	692	84	148	923	28520
3547788.java	88	18	20	126	2712
2696837.java	12	5	6	23	719
3356758.java	5	24	9	38	1077
10699810.java	27	5	10	42	1327
479683.java	7	33	8	48	1740
3759983.java	8	2	6	16	175
7630551.java	18	4	9	31	533
4582747.java	4	15	3	22	746
3282281.java	120	35	34	189	5551
9463775.java	27	13	14	54	1489
1008052.java	9	0	4	13	202
7084815.java	74	0	16	90	2560
4543659.java	24	24	16	64	1400
2232102.java	150	2	33	185	5023
9750621.java	16	32	15	63	1725
7130448.java	258	7	38	303	10790
7548181.java	4	2	3	9	158
1303706.java	23	3	8	34	785
6795726.java	66	29	26	121	2651
5895360.java	51	6	5	62	1632
4361633.java	27	31	17	70	1664
2248159.java	210	47	79	329	7608
6525951.java	46	0	11	57	1161
5610611.java	136	0	35	171	4286
10319306.java	22	8	6	36	872
10149920.java	125	61	26	202	4719
2647510.java	12	15	23	37	1631
5301073.java	12	8	11	31	760
8364310.java	16	0	4	20	416
3046784.java	4	5	5	14	231
6987619.java	43	34	18	95	2277
10665519.java	17	13	9	39	1289
9136599.java	15	7	8	29	686
2640590.java	56	11	11	78	2874
11678147.java	117	50	7	174	7663
7912836.java	4	1	3	7	156
8480098.java	990	31	91	1112	45591
2546181.java	164	23	49	227	6089
9050033.java	8	17	8	33	747
10624469.java	21	26	14	61	2011
1578447.java	49	3	18	70	1333
6506403.java	104	45	39	184	4366
1007274.java	10	1	4	14	332
5144132.java	4	21	11	36	1244
6134270.java	20	0	2	22	715
11691019.java	204	0	36	240	7803
8547585.java	64	40	26	130	3999
7917326.java	26	2	7	35	1376
4099463.java	9	21	8	37	1145
6616374.java	6	13	9	28	694
11432528.java	6	13	7	24	494
3950791.java	34	6	10	50	1106
1936839.java	28	21	13	62	1685
7190518.java	339	26	49	414	11090
7717569.java	22	8	11	39	1217
11338971.java	1627	135	166	1928	76152
6786287.java	128	0	23	151	4572
10701271.java	12	4	10	22	521
1620379.java	3	2	4	9	268
6143452.java	47	12	16	73	2034
2869333.java	16	2	4	22	603
5323875.java	40	34	17	91	2842
4626954.java	31	19	13	63	1704
7976793.java	138	3	13	154	7326
7190803.java	387	15	45	447	13027
3896539.java	19	72	28	119	3555
10533102.java	72	23	16	111	4718
5830712.java	20	10	9	39	654
6562398.java	31	17	9	57	2547
10374184.java	82	3	29	114	2208
5040406.java	4	3	3	10	201
3433654.java	337	15	64	405	11773
10123135.java	33	23	16	72	2529
11661202.java	72	0	32	104	2975
11635529.java	50	2	19	71	2063
2667893.java	8	64	9	81	2747
8334309.java	244	5	29	278	9637
11878032.java	47	16	14	77	2384
4115090.java	71	0	7	78	2642
7364947.java	363	5	52	420	13426
8327036.java	22	4	7	33	978
9656197.java	129	7	31	167	7021
8990712.java	14	18	8	40	927
8497946.java	90	14	22	126	5021
1086296.java	235	20	26	281	9381
3346192.java	37	5	10	52	1723
5035763.java	4	3	3	10	201
6139879.java	13	17	6	36	995
7633843.java	163	6	26	195	6348
8919619.java	8	37	14	59	2379
10429163.java	73	7	19	99	3186
11491711.java	29	4	11	43	1074
3819519.java	14	0	10	24	367
3421108.java	117	7	22	146	4631
6061035.java	44	1	17	62	1016
5937355.java	705	20	30	754	27041
1091701.java	47	29	32	106	3509
7630930.java	115	65	24	204	7714
7839269.java	134	124	67	317	7843
5446445.java	40	4	9	53	1284
5824840.java	267	4	54	324	11782
581187.java	8	3	3	14	186
7896803.java	181	5	19	205	6295
2766535.java	9	18	10	37	915
9145047.java	7	15	8	30	928
970574.java	19	1	11	31	416
5407396.java	147	13	23	182	4201
10370341.java	9	4	7	20	469
2815090.java	39	0	11	50	1024
10978338.java	13	0	2	15	334
11155440.java	4	1	3	7	172
7687680.java	227	6	31	264	10820
8811225.java	4	18	9	31	857
6653832.java	3133	73	426	3632	101638
1780737.java	3	15	5	22	452
2009985.java	146	0	31	177	6352
7899046.java	44	3	9	56	1815
5748355.java	41	2	12	55	2266
10853952.java	19	52	25	96	2529
1639535.java	7	38	11	56	1861
11805683.java	52	0	13	65	1672
7413577.java	40	31	13	84	2747
8121444.java	81	8	17	106	3136
8850259.java	27	1	4	31	914
2439217.java	30	23	16	69	2439
11831560.java	10	3	9	22	356
2334445.java	277	1	30	306	9391
546263.java	1400	167	162	1729	50754
8861990.java	8	4	6	18	256
3761732.java	16	20	8	44	1277
3911942.java	14	2	6	22	482
4375834.java	135	0	18	153	5314
1698393.java	9	9	4	22	754
9505151.java	15	11	9	35	736
9282012.java	92	11	14	117	5435
11248062.java	48	23	17	88	1765
3759467.java	91	8	16	114	3478
4332794.java	184	16	18	216	7195
8606241.java	20	10	9	39	636
9181464.java	9	31	9	49	1949
7784581.java	24	0	9	33	895
7719813.java	18	5	4	27	714
9819739.java	8	15	9	32	825
7310275.java	19	2	10	31	533
3880401.java	119	0	16	135	3522
9840714.java	181	32	57	270	8477
336653.java	12	4	5	21	552
8586562.java	20	10	9	39	653
9190823.java	249	31	31	311	7263
3555221.java	17	18	13	48	1458
6440536.java	10	5	7	22	589
4077583.java	354	90	83	527	18610
3982498.java	15	20	13	48	1584
9816033.java	7	2	7	16	322
2849836.java	594	53	55	700	17908
11374091.java	10	5	9	24	333
786794.java	25	2	11	38	975
6626462.java	12	0	7	19	299
1619398.java	718	77	74	869	36667
1475773.java	6	0	2	8	145
7103815.java	77	3	24	104	2024
11900386.java	104	3	27	134	4114
9605026.java	74	1	19	94	4081
426446.java	31	13	11	55	1608
6012024.java	12	2	8	22	347
651518.java	132	0	32	164	5037
1446432.java	83	0	20	103	1891
5360925.java	385	3	63	451	13194
1793713.java	52	0	18	70	2408
5257926.java	77	6	13	96	3159
7810898.java	94	4	22	116	3187
9166395.java	381	0	96	477	14364
2682886.java	31	0	10	41	1031
11806672.java	296	10	77	383	14871
6840432.java	14	25	5	44	1959
9901292.java	74	0	24	98	2141
10652554.java	138	0	43	181	3733
9979576.java	39	0	3	42	1124
4697804.java	167	21	28	215	8437
1891576.java	23	0	4	27	599
433599.java	51	52	23	126	3188
6812743.java	23	3	12	38	812
2095548.java	59	6	15	80	2294
7180348.java	40	1	14	54	1596
4957733.java	80	37	34	151	3958
8745201.java	4	1	3	7	158
11462922.java	12	27	8	47	2148
1589499.java	51	18	14	83	2948
5176630.java	132	118	53	303	6423
9915937.java	297	3	95	392	11913
652021.java	731	71	117	919	29497
6318262.java	414	13	136	558	13918
3048636.java	10	47	19	76	2199
7211407.java	30	5	4	39	1242
2553469.java	87	5	25	117	3436
289137.java	21	17	12	49	1555
8125502.java	286	37	38	361	7879
1481342.java	27	31	17	70	1664
7312609.java	3	18	6	27	798
988938.java	41	0	11	52	1361
2982880.java	10	1	4	14	373
10650519.java	11	7	3	21	284
1817551.java	208	3	16	225	7794
8014684.java	605	30	145	780	18891
5561516.java	54	21	17	88	2712
10292980.java	283	3	95	381	11816
2983753.java	98	70	34	202	4075
4370743.java	42	1	12	55	1026
849259.java	16	82	34	132	3651
11256053.java	328	98	80	506	22661
2778537.java	11	11	2	23	1019
10295917.java	249	17	32	298	7392
775905.java	362	8	26	396	11752
907119.java	14	0	4	18	404
11871233.java	80	19	22	121	3680
9558263.java	21	0	10	31	491
10357760.java	11	43	18	72	2238
2785189.java	31	5	10	46	1122
2107284.java	36	2	9	47	1335
6686234.java	296	10	77	383	14871
3035434.java	41	25	15	81	1945
5068453.java	44	3	6	53	1585
6592238.java	33	18	10	61	1369
11693213.java	99	23	29	151	4821
1382521.java	14	11	7	32	556
277379.java	251	0	39	290	7432
1349294.java	19	70	35	124	2604
8572348.java	4	1	3	7	175
1100194.java	16	21	15	52	1624
1647389.java	218	19	26	260	8045
3537648.java	5	6	7	18	637
10351686.java	69	2	19	89	2604
4865512.java	186	3	47	236	7373
9849975.java	31	2	8	41	978
1295696.java	331	48	38	417	13439
7523622.java	162	0	18	180	5744
661985.java	23	3	6	29	463
11770757.java	193	0	25	218	6833
451174.java	74	1	19	94	4081
3601655.java	45	3	14	62	1310
5485097.java	4	1	3	7	164
2074135.java	29	7	10	46	1347
1705279.java	7	16	8	31	726
5800084.java	331	8	83	422	13861
3368195.java	17	0	6	23	529
7766708.java	27	3	13	43	786
11601082.java	35	2	8	45	1226
7844890.java	14	40	8	62	1700
9780315.java	38	5	19	62	881
3871634.java	60	5	21	86	1953
9753891.java	682	19	198	899	47353
5540449.java	3	4	4	11	113
2754456.java	87	2	11	100	2480
5663888.java	13	5	10	28	638
1079733.java	63	17	23	102	2619
3530817.java	155	8	53	216	4383
53668.java	132	18	31	181	5136
2658699.java	11	21	9	41	1400
3188747.java	144	65	38	243	6426
1646317.java	31	0	10	41	674
5151566.java	60	0	13	73	1910
9505359.java	175	0	22	197	7348
516055.java	64	6	23	92	2761
2897008.java	193	1	28	222	6416
2248431.java	23	11	7	41	1523
604198.java	1577	30	120	1726	51246
8760580.java	39	0	14	53	1257
2898043.java	91	35	43	169	4974
1841926.java	26	5	8	39	1086
10055023.java	1106	8	196	1310	50691
8427470.java	1	7	2	10	347
7431219.java	18	16	16	50	771
1237958.java	233	2	36	271	10044
4995855.java	98	4	22	124	3988
833393.java	140	10	32	180	4738
6201254.java	134	0	18	152	4100
5005293.java	75	37	22	131	4361
4142668.java	37	0	8	45	1150
2125146.java	7	6	7	20	491
3411977.java	57	45	19	121	4033
1992853.java	2954	399	1038	4309	118989
